Date,Year,Age range,Age,forest cover 10km,1 km circle,Forest type,Plot,Region,Tag,Species  code, Family ,Species ,Origin,CBH1 (cm),CBH2 (cm),CBH3 (cm),CBH4 (cm),CBH5 (cm),CBH6 (cm),CBH7 (cm),CBH8 (cm),CBH9 (cm),CBH10 (cm),CBH11 (cm),CBH12 (cm),CBH13 (cm),CBH14 (cm)
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4641,75,Malvaceae,Luehea candicans Mart. & Zucc.,Native,18,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4643,75,Malvaceae,Luehea candicans Mart. & Zucc.,Native,17.1,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4645,75,Malvaceae,Luehea candicans Mart. & Zucc.,Native,23.9,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4652,75,Malvaceae,Luehea candicans Mart. & Zucc.,Native,20.7,16.1,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4654,75,Malvaceae,Luehea candicans Mart. & Zucc.,Native,25.1,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4655,75,Malvaceae,Luehea candicans Mart. & Zucc.,Native,20.7,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4666,75,Malvaceae,Luehea candicans Mart. & Zucc.,Native,22.9,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4671,75,Malvaceae,Luehea candicans Mart. & Zucc.,Native,16.7,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4674,75,Malvaceae,Luehea candicans Mart. & Zucc.,Native,18.3,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4681,75,Malvaceae,Luehea candicans Mart. & Zucc.,Native,56.4,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4692,75,Malvaceae,Luehea candicans Mart. & Zucc.,Native,25.5,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4698,75,Malvaceae,Luehea candicans Mart. & Zucc.,Native,18.3,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4699,75,Malvaceae,Luehea candicans Mart. & Zucc.,Native,20.5,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4701,75,Malvaceae,Luehea candicans Mart. & Zucc.,Native,19.6,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4702,75,Malvaceae,Luehea candicans Mart. & Zucc.,Native,16,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4708,75,Malvaceae,Luehea candicans Mart. & Zucc.,Native,20.2,15.8,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4709,75,Malvaceae,Luehea candicans Mart. & Zucc.,Native,26.8,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4712,75,Malvaceae,Luehea candicans Mart. & Zucc.,Native,23.8,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4713,75,Malvaceae,Luehea candicans Mart. & Zucc.,Native,19,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4716,75,Malvaceae,Luehea candicans Mart. & Zucc.,Native,19,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4721,75,Malvaceae,Luehea candicans Mart. & Zucc.,Native,33.1,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4722,75,Malvaceae,Luehea candicans Mart. & Zucc.,Native,18.8,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4727,75,Malvaceae,Luehea candicans Mart. & Zucc.,Native,19.7,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4732,75,Malvaceae,Luehea candicans Mart. & Zucc.,Native,18.8,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4733,75,Malvaceae,Luehea candicans Mart. & Zucc.,Native,21.1,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4735,75,Malvaceae,Luehea candicans Mart. & Zucc.,Native,42.7,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4736,75,Malvaceae,Luehea candicans Mart. & Zucc.,Native,25,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4742,75,Malvaceae,Luehea candicans Mart. & Zucc.,Native,49,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4743,75,Malvaceae,Luehea candicans Mart. & Zucc.,Native,16.1,20.8,29.4,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4746,75,Malvaceae,Luehea candicans Mart. & Zucc.,Native,22.2,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4747,75,Malvaceae,Luehea candicans Mart. & Zucc.,Native,25.5,30,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4748,75,Malvaceae,Luehea candicans Mart. & Zucc.,Native,36.8,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4752,75,Malvaceae,Luehea candicans Mart. & Zucc.,Native,17.4,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4753,75,Malvaceae,Luehea candicans Mart. & Zucc.,Native,23.2,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4756,75,Malvaceae,Luehea candicans Mart. & Zucc.,Native,35.3,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4757,75,Malvaceae,Luehea candicans Mart. & Zucc.,Native,85,42,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4758,75,Malvaceae,Luehea candicans Mart. & Zucc.,Native,16.5,,,,,,,,,,,,,
1/25/2016,1978,37-53,47.5,10,27.8,Passive restoration former pasturelands,207,Corumbataí river basin,4884,75,Malvaceae,Luehea candicans Mart. & Zucc.,Native,47.1,,,,,,,,,,,,,
7/20/2015,2008,15-Jul,24,13,16.4,Passive restoration former pasturelands,20,Corumbataí river basin,2708,170,Malvaceae,Luehea grandiflora Mart. & Zucc.,Native,16,,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1720,170,Malvaceae,Luehea grandiflora Mart. & Zucc.,Native,17.3,,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1732,170,Malvaceae,Luehea grandiflora Mart. & Zucc.,Native,29.4,,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1733,170,Malvaceae,Luehea grandiflora Mart. & Zucc.,Native,31.8,,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2038,170,Malvaceae,Luehea grandiflora Mart. & Zucc.,Native,42,,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2091,170,Malvaceae,Luehea grandiflora Mart. & Zucc.,Native,24,,,,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2144,170,Malvaceae,Luehea grandiflora Mart. & Zucc.,Native,69.1,,,,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2164,170,Malvaceae,Luehea grandiflora Mart. & Zucc.,Native,42.9,,,,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2216,26,Fabaceae,Machaerium brasiliense Vogel,Native,19.2,,,,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2233,26,Fabaceae,Machaerium brasiliense Vogel,Native,37.5,,,,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2254,26,Fabaceae,Machaerium brasiliense Vogel,Native,27.2,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4719,133,Fabaceae,Machaerium brasiliense Vogel,Native,16,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4724,133,Fabaceae,Machaerium brasiliense Vogel,Native,17,,,,,,,,,,,,,
1/25/2016,1978,37-53,47.5,10,27.8,Passive restoration former pasturelands,207,Corumbataí river basin,4774,133,Fabaceae,Machaerium brasiliense Vogel,Native,20.5,,,,,,,,,,,,,
1/25/2016,1978,37-53,47.5,10,27.8,Passive restoration former pasturelands,207,Corumbataí river basin,4778,133,Fabaceae,Machaerium brasiliense Vogel,Native,20.3,,,,,,,,,,,,,
1/25/2016,1978,37-53,47.5,10,27.8,Passive restoration former pasturelands,207,Corumbataí river basin,4825,133,Fabaceae,Machaerium brasiliense Vogel,Native,17.2,,,,,,,,,,,,,
1/25/2016,1978,37-53,47.5,10,27.8,Passive restoration former pasturelands,207,Corumbataí river basin,4826,133,Fabaceae,Machaerium brasiliense Vogel,Native,18.5,,,,,,,,,,,,,
1/25/2016,1978,37-53,47.5,10,27.8,Passive restoration former pasturelands,207,Corumbataí river basin,4877,4887,Fabaceae,Machaerium brasiliense Vogel,Native,20.2,,,,,,,,,,,,,
1/25/2016,1978,37-53,47.5,10,27.8,Passive restoration former pasturelands,207,Corumbataí river basin,4878,133,Fabaceae,Machaerium brasiliense Vogel,Native,17.3,,,,,,,,,,,,,
1/25/2016,1978,37-53,47.5,10,27.8,Passive restoration former pasturelands,207,Corumbataí river basin,4887,4887,Fabaceae,Machaerium brasiliense Vogel,Native,16.6,,,,,,,,,,,,,
7/20/2015,2008,15-Jul,24,13,16.4,Passive restoration former pasturelands,20,Corumbataí river basin,2696,28,Fabaceae,Machaerium hirtum (Vell.) Stellfeld,Native,28.5,18.4,,,,,,,,,,,,
7/20/2015,2008,15-Jul,24,13,16.4,Passive restoration former pasturelands,20,Corumbataí river basin,2765,28,Fabaceae,Machaerium hirtum (Vell.) Stellfeld,Native,36,,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1695,28,Fabaceae,Machaerium hirtum (Vell.) Stellfeld,Native,18.4,,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1696,28,Fabaceae,Machaerium hirtum (Vell.) Stellfeld,Native,16.2,,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1707,28,Fabaceae,Machaerium hirtum (Vell.) Stellfeld,Native,26.9,,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1719,28,Fabaceae,Machaerium hirtum (Vell.) Stellfeld,Native,27.1,,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1728,28,Fabaceae,Machaerium hirtum (Vell.) Stellfeld,Native,19.9,,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1763,28,Fabaceae,Machaerium hirtum (Vell.) Stellfeld,Native,38,,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2065,28,Fabaceae,Machaerium hirtum (Vell.) Stellfeld,Native,21.1,,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2082,28,Fabaceae,Machaerium hirtum (Vell.) Stellfeld,Native,19.5,,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2122,28,Fabaceae,Machaerium hirtum (Vell.) Stellfeld,Native,16.7,,,,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2210,28,Fabaceae,Machaerium hirtum (Vell.) Stellfeld,Native,25.1,,,,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2218,28,Fabaceae,Machaerium hirtum (Vell.) Stellfeld,Native,56.3,,,,,,,,,,,,,
7/11/2015,2008,15-Jul,11,13,11.4,Passive restoration former pasturelands,90,Corumbataí river basin,2270,28,Fabaceae,Machaerium hirtum (Vell.) Stellfeld,Native,22.2,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4762,28,Fabaceae,Machaerium hirtum (Vell.) Stellfeld,Native,28.1,,,,,,,,,,,,,
7/20/2015,2008,15-Jul,24,13,16.4,Passive restoration former pasturelands,20,Corumbataí river basin,2806,76,Fabaceae,Machaerium nyctitans (Vell.) Benth.,Native,27,,,,,,,,,,,,,
11/17/2015,1978,37-53,45,10,28.8,Passive restoration former pasturelands,56,Corumbataí river basin,3421,76,Fabaceae,Machaerium nyctitans (Vell.) Benth.,Native,48.6,,,,,,,,,,,,,
11/17/2015,1978,37-53,45,10,28.8,Passive restoration former pasturelands,56,Corumbataí river basin,3451,76,Fabaceae,Machaerium nyctitans (Vell.) Benth.,Native,52.4,,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1744,76,Fabaceae,Machaerium nyctitans (Vell.) Benth.,Native,26.9,,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1747,76,Fabaceae,Machaerium nyctitans (Vell.) Benth.,Native,17.5,,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2036,76,Fabaceae,Machaerium nyctitans (Vell.) Benth.,Native,16.5,,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2049,76,Fabaceae,Machaerium nyctitans (Vell.) Benth.,Native,17.3,,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2062,76,Fabaceae,Machaerium nyctitans (Vell.) Benth.,Native,27.1,22.9,26.7,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2125,76,Fabaceae,Machaerium nyctitans (Vell.) Benth.,Native,21.1,,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2129,76,Fabaceae,Machaerium nyctitans (Vell.) Benth.,Native,68.3,59,,,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2203,76,Fabaceae,Machaerium nyctitans (Vell.) Benth.,Native,70,,,,,,,,,,,,,
7/11/2015,2008,15-Jul,11,13,11.4,Passive restoration former pasturelands,90,Corumbataí river basin,2320,76,Fabaceae,Machaerium nyctitans (Vell.) Benth.,Native,16.3,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4590,76,Fabaceae,Machaerium nyctitans (Vell.) Benth.,Native,18.3,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4619,76,Fabaceae,Machaerium nyctitans (Vell.) Benth.,Native,20.2,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4629,76,Fabaceae,Machaerium nyctitans (Vell.) Benth.,Native,20.9,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4631,76,Fabaceae,Machaerium nyctitans (Vell.) Benth.,Native,20.1,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4640,76,Fabaceae,Machaerium nyctitans (Vell.) Benth.,Native,28.2,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4672,76,Fabaceae,Machaerium nyctitans (Vell.) Benth.,Native,21.2,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4675,76,Fabaceae,Machaerium nyctitans (Vell.) Benth.,Native,16.2,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4688,76,Fabaceae,Machaerium nyctitans (Vell.) Benth.,Native,18,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4691,76,Fabaceae,Machaerium nyctitans (Vell.) Benth.,Native,22.8,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4694,76,Fabaceae,Machaerium nyctitans (Vell.) Benth.,Native,21,27.1,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4696,76,Fabaceae,Machaerium nyctitans (Vell.) Benth.,Native,16.3,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4700,76,Fabaceae,Machaerium nyctitans (Vell.) Benth.,Native,25.4,17.2,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4711,76,Fabaceae,Machaerium nyctitans (Vell.) Benth.,Native,18.2,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4714,76,Fabaceae,Machaerium nyctitans (Vell.) Benth.,Native,21.9,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4723,76,Fabaceae,Machaerium nyctitans (Vell.) Benth.,Native,18,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4726,76,Fabaceae,Machaerium nyctitans (Vell.) Benth.,Native,17.6,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4730,76,Fabaceae,Machaerium nyctitans (Vell.) Benth.,Native,22,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4739,76,Fabaceae,Machaerium nyctitans (Vell.) Benth.,Native,24.8,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4745,76,Fabaceae,Machaerium nyctitans (Vell.) Benth.,Native,21,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4750,76,Fabaceae,Machaerium nyctitans (Vell.) Benth.,Native,16.3,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3230,14,Fabaceae,Machaerium stipitatum Vogel,Native,34.5,,,,,,,,,,,,,
1/25/2016,1978,37-53,47.5,10,27.8,Passive restoration former pasturelands,207,Corumbataí river basin,4804,14,Fabaceae,Machaerium stipitatum Vogel,Native,18.5,,,,,,,,,,,,,
1/25/2016,1978,37-53,47.5,10,27.8,Passive restoration former pasturelands,207,Corumbataí river basin,4805,14,Fabaceae,Machaerium stipitatum Vogel,Native,31.8,,,,,,,,,,,,,
1/25/2016,1978,37-53,47.5,10,27.8,Passive restoration former pasturelands,207,Corumbataí river basin,4808,14,Fabaceae,Machaerium stipitatum Vogel,Native,21.2,,,,,,,,,,,,,
1/25/2016,1978,37-53,47.5,10,27.8,Passive restoration former pasturelands,207,Corumbataí river basin,4813,14,Fabaceae,Machaerium stipitatum Vogel,Native,27.7,,,,,,,,,,,,,
1/25/2016,1978,37-53,47.5,10,27.8,Passive restoration former pasturelands,207,Corumbataí river basin,4824,14,Fabaceae,Machaerium stipitatum Vogel,Native,16.5,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3250,12,Fabaceae,Machaerium villosum Vogel,Native,28.5,,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2103,12,Fabaceae,Machaerium villosum Vogel,Native,48.9,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4642,12,Fabaceae,Machaerium villosum Vogel,Native,18.2,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4644,12,Fabaceae,Machaerium villosum Vogel,Native,20,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4648,12,Fabaceae,Machaerium villosum Vogel,Native,21,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4650,12,Fabaceae,Machaerium villosum Vogel,Native,17,,,,,,,,,,,,,
1/25/2016,1978,37-53,47.5,10,27.8,Passive restoration former pasturelands,207,Corumbataí river basin,4861,12,Fabaceae,Machaerium villosum Vogel,Native,23.9,,,,,,,,,,,,,
1/25/2016,1978,37-53,47.5,10,27.8,Passive restoration former pasturelands,207,Corumbataí river basin,4874,12,Fabaceae,Machaerium villosum Vogel,Native,17.5,,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2090,73,Moraceae,Maclura tinctoria (L.) D.Don ex Steud.,Native,40.3,,,,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2158,73,Moraceae,Maclura tinctoria (L.) D.Don ex Steud.,Native,24.3,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4741,73,Moraceae,Maclura tinctoria (L.) D.Don ex Steud.,Native,38.8,,,,,,,,,,,,,
7/20/2015,2008,15-Jul,24,13,16.4,Passive restoration former pasturelands,20,Corumbataí river basin,2712,13,Anacardiaceae,Mangifera indica L,Exotic,24.2,,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1754,74,Sapindaceae,Matayba elaeagnoides Radlk.,Native,16.3,,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1771,74,Sapindaceae,Matayba elaeagnoides Radlk.,Native,27,,,,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2149,167,Melastomataceae,Miconia albicans (Sw.) Triana,Native,18.5,,,,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2153,167,Melastomataceae,Miconia albicans (Sw.) Triana,Native,28.2,,,,,,,,,,,,,
7/11/2015,2008,15-Jul,11,13,11.4,Passive restoration former pasturelands,90,Corumbataí river basin,2302,167,Melastomataceae,Miconia albicans (Sw.) Triana,Native,16.6,,,,,,,,,,,,,
7/11/2015,2008,15-Jul,11,13,11.4,Passive restoration former pasturelands,90,Corumbataí river basin,2306,167,Melastomataceae,Miconia albicans (Sw.) Triana,Native,15.9,,,,,,,,,,,,,
7/11/2015,2008,15-Jul,11,13,11.4,Passive restoration former pasturelands,90,Corumbataí river basin,2319,167,Melastomataceae,Miconia albicans (Sw.) Triana,Native,16.1,16.3,17,16.8,,,,,,,,,,
7/11/2015,2008,15-Jul,11,13,11.4,Passive restoration former pasturelands,90,Corumbataí river basin,2326,167,Melastomataceae,Miconia albicans (Sw.) Triana,Native,18,,,,,,,,,,,,,
11/17/2015,1978,37-53,45,10,28.8,Passive restoration former pasturelands,56,Corumbataí river basin,3370,308,Monimiaceae,Mollinedia widgrenii A.DC.,Native,16.9,,,,,,,,,,,,,
1/25/2016,1978,37-53,47.5,10,27.8,Passive restoration former pasturelands,207,Corumbataí river basin,4773,308,Monimiaceae,Mollinedia widgrenii A.DC.,Native,30.2,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3175,281,Celastraceae,Monteverdia aquifolia (Mart.) Biral ,Native,16,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3205,281,Celastraceae,Monteverdia aquifolia (Mart.) Biral ,Native,18.8,,,,,,,,,,,,,
7/20/2015,2008,15-Jul,24,13,16.4,Passive restoration former pasturelands,20,Corumbataí river basin,2742,118,Asteraceae,Moquiniastrum polymorphum (Less.) G. Sancho,Native,78.1,,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1687,118,Asteraceae,Moquiniastrum polymorphum (Less.) G. Sancho,Native,17.2,,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1689,118,Asteraceae,Moquiniastrum polymorphum (Less.) G. Sancho,Native,24.3,,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1698,118,Asteraceae,Moquiniastrum polymorphum (Less.) G. Sancho,Native,51,74.2,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1710,118,Asteraceae,Moquiniastrum polymorphum (Less.) G. Sancho,Native,79.5,51.4,72,,,,,,,,,,,
